,full_text,weekday,month,day,hour,has_hashtag,has_url,like_count,is_reply,retweet_count,followers,following,user,screen_name
120,RT @freakingcat: Proud of you brave Hong Kong people who come all out onto the streets to fight for freedom and democracy!! The World is wa…,Sun,Aug,18,06,0,0,0,0,4,377,921,Toni Montana,ToniMontana007
121,RT @freakingcat: Proud of you brave Hong Kong people who come all out onto the streets to fight for freedom and democracy!! The World is wa…,Sun,Aug,18,06,0,0,0,0,4,97,1155,sifu zizu,SifuZizu
122,Proud of you brave Hong Kong people who come all out onto the streets to fight for freedom and democracy!! The World is watching #FreeHongKong #antiELAB,Sun,Aug,18,06,1,0,10,0,4,4973,1015,Freakingcat - FREE HONG KONG!,freakingcat
123,"RT @tweets_hk: [Global solidarity with HK, Sydney rally]

Yet another rally that supports HKer in #Australia. 
Thank you for supporting Hon…",Sun,Aug,18,06,1,0,0,0,3,2741,5001,Margaret Hollingdale,MargaretHollin1
124,"RT @tweets_hk: [Global solidarity with HK, Sydney rally]

Yet another rally that supports HKer in #Australia. 
Thank you for supporting Hon…",Sun,Aug,18,06,1,0,0,0,3,1799,1331,James Thorburn 🌐,James_Thorburn
125,"RT @tweets_hk: [Global solidarity with HK, Sydney rally]

Yet another rally that supports HKer in #Australia. 
Thank you for supporting Hon…",Sun,Aug,18,06,1,0,0,0,3,43,153,Kropotkinisrecruitin,Kropotkinsclone
126,"[Global solidarity with HK, Sydney rally]

Yet another rally that supports HKer in #Australia. 
Thank you for supporting Hong Kong and our fight in democracy!

#antiELAB #HongKong #HongKongProtests https://t.co/es6KlHNQqj",Sun,Aug,18,06,1,1,7,0,3,1881,464,HK tweets,tweets_hk
127,"RT @Anniepun1: Fight for freedom.
Stand with Hong Kong!
See u on 18-Aug 3PM at Victoria Park 

#HongKongProtests #HongKong https://t.co/Bwc…",Sun,Aug,18,05,1,0,0,0,6,4,24,StoneIsStillAliveToday,stone_today
128,"RT @Anniepun1: Fight for freedom.
Stand with Hong Kong!
See u on 18-Aug 3PM at Victoria Park 

#HongKongProtests #HongKong https://t.co/Bwc…",Sun,Aug,18,05,1,0,0,0,6,1,11,Chester Lee,lchesteree7206
129,"RT @whatsabouthk: 818 14:00 Victoria Park 
STAND WITH HONG KONG
FIGHT FOR FREEDOM 
FIVE DEMANDS, NOT ONE LESS
#FreeHongKong 
#Hongkongprote…",Sun,Aug,18,04,1,0,0,0,20,0,17,Erica,Erica22963006
130,"RT @baetoven: #hongkong  The issues would have gone away with Xi saying he would not interfere with Hong Kong's autonomy.

The Chinese lead…",Sun,Aug,18,04,1,0,0,0,1,0,26,HKDoggy,HkDoggy
131,"#hongkong  The issues would have gone away with Xi saying he would not interfere with Hong Kong's autonomy.

The Chinese leadership fears democracy spreading, which reduces their power. 

This is a battle that the world must fight for open society and government.",Sun,Aug,18,04,1,0,1,0,1,2,22,baetoven,baetoven
132,"Hong Kong is one of the most prosperous and progressive countries in the world. And yes, I think Hong Kong should hold on to their autonomy or even become independent. They are a model for the global fight for democracy and human intelligence. #BoycottMulan #HongKong",Sun,Aug,18,04,1,0,0,0,0,37,168,MRV,MathisRoyVigne
133,RT @Georg_Heil: #HongKong and #Russia protesters fight for democracy. The West should listen and learn. https://t.co/moMDDSewKt,Sun,Aug,18,04,1,1,0,0,1,44,1660,Emilie1997tokyo,Emilie1997toky0
134,#HongKong and #Russia protesters fight for democracy. The West should listen and learn. https://t.co/moMDDSewKt,Sun,Aug,18,03,1,1,3,0,1,3145,4996,Georg Heil,Georg_Heil
135,"RT @Anniepun1: Fight for freedom.
Stand with Hong Kong!
See u on 18-Aug 3PM at Victoria Park 

#HongKongProtests #HongKong https://t.co/Bwc…",Sun,Aug,18,03,1,0,0,0,6,4,74,Andrew Tam,DieselFreakATKC
136,"RT @Anniepun1: Fight for freedom.
Stand with Hong Kong!
See u on 18-Aug 3PM at Victoria Park 

#HongKongProtests #HongKong https://t.co/Bwc…",Sun,Aug,18,03,1,0,0,0,6,1,10,Alice Ho,AliceHo11
137,"RT @whatsabouthk: 818 14:00 Victoria Park 
STAND WITH HONG KONG
FIGHT FOR FREEDOM 
FIVE DEMANDS, NOT ONE LESS
#FreeHongKong 
#Hongkongprote…",Sun,Aug,18,03,1,0,0,0,20,1,10,Alice Ho,AliceHo11
138,"RT @whatsabouthk: 818 14:00 Victoria Park 
STAND WITH HONG KONG
FIGHT FOR FREEDOM 
FIVE DEMANDS, NOT ONE LESS
#FreeHongKong 
#Hongkongprote…",Sun,Aug,18,03,1,0,0,0,20,1,42,yang77777,yang777774
139,"RT @Anniepun1: Fight for freedom.
Stand with Hong Kong!
See u on 18-Aug 3PM at Victoria Park 

#HongKongProtests #HongKong https://t.co/Bwc…",Sun,Aug,18,02,1,0,0,0,6,0,6,Whatever It Takes,Whateve02559644
140,"RT @whatsabouthk: 818 14:00 Victoria Park 
STAND WITH HONG KONG
FIGHT FOR FREEDOM 
FIVE DEMANDS, NOT ONE LESS
#FreeHongKong 
#Hongkongprote…",Sun,Aug,18,02,1,0,0,0,20,3,39,w,Effy138
141,"RT @whatsabouthk: 818 14:00 Victoria Park 
STAND WITH HONG KONG
FIGHT FOR FREEDOM 
FIVE DEMANDS, NOT ONE LESS
#FreeHongKong 
#Hongkongprote…",Sun,Aug,18,02,1,0,0,0,20,6,12,BryanLo,lplbryan
142,"RT @whatsabouthk: 818 14:00 Victoria Park 
STAND WITH HONG KONG
FIGHT FOR FREEDOM 
FIVE DEMANDS, NOT ONE LESS
#FreeHongKong 
#Hongkongprote…",Sun,Aug,18,01,1,0,0,0,20,0,3,Andy Tai,AndyTai19
143,"RT @whatsabouthk: 818 14:00 Victoria Park 
STAND WITH HONG KONG
FIGHT FOR FREEDOM 
FIVE DEMANDS, NOT ONE LESS
#FreeHongKong 
#Hongkongprote…",Sun,Aug,18,01,1,0,0,0,20,490,482,梅,cralion0909
144,"RT @whatsabouthk: 818 14:00 Victoria Park 
STAND WITH HONG KONG
FIGHT FOR FREEDOM 
FIVE DEMANDS, NOT ONE LESS
#FreeHongKong 
#Hongkongprote…",Sun,Aug,18,01,1,0,0,0,20,4,32,Moon🇰🇷🇳🇿🇨🇦🇭🇰,Moon84352013
145,"RT @Remmr2: Fight for freedom 
Stand with HONG KONG
#HKprotests 
#antiELABhk 
#NoExtraditionToChina 
#FreeHongKong 
#Democracy https://t.co…",Sun,Aug,18,00,1,0,0,0,1,40462,23666,Tima Maria Lacoba,TimaMariaLacoba
146,"RT @HKers_we_fight: Stand With Hong Kong
Fight For Freedom
#香港 #天佑香港 #GodBlessHK
#HongKongers #HongKong #antiELAB 
#NoChinaExtradition #NoE…",Sat,Aug,17,23,1,0,0,0,1,73,561,鐘連扮,chunglinpeng
147,"RT @michaelcdeibert: ""A generation of Eastern dissidents has thought harder than we have about how to self-organize, about how to operate i…",Sat,Aug,17,22,0,0,0,0,1,212,635,Mikel Susperregi,mikelsusperregi
148,"""A generation of Eastern dissidents has thought harder than we have about how to self-organize, about how to operate in a world run by secretive, kleptocratic elites who go out of their way to create distraction and apathy"" https://t.co/h9FMOcsT2K #hongkong #russia #china #putin",Sat,Aug,17,21,1,1,3,0,1,9038,2080,Michael Deibert,michaelcdeibert
149,"This young women loves Hong Kong, she wants to protect her home, defend human rights and fight for freedom. But she is now blind in one eye because of the police.

HONG KONG POLICE, PLS STOP KILLING PEOPLE.

#FreeHongKong #FightForFreedom #HongKong #Freedom #AnEyeForAnEye https://t.co/EZKIffK5Km",Sat,Aug,17,21,1,0,0,1,0,26,6,{A},anhker2019
150,"Anne Applebaum: We are living “in an era when the ideals of democracy have never burned more brightly, especially among younger people ...” #moscowprotest #HongKong  https://t.co/qY8t5uZZpZ",Sat,Aug,17,20,1,1,1,0,1,59,79,Kari Odermann,KariOdermann
151,It's THEIR future it's THEIR HONG KONG and they have every RIGHT to fight for it. #Hongkongprotest,Sat,Aug,17,20,1,0,2,0,0,277,390,Skyneverthelimit,ArtofLilibeth
152,"RT @whatsabouthk: 818 14:00 Victoria Park 
STAND WITH HONG KONG
FIGHT FOR FREEDOM 
FIVE DEMANDS, NOT ONE LESS
#FreeHongKong 
#Hongkongprote…",Sat,Aug,17,19,1,0,0,0,20,26,172,Remmr,Remmr2
153,"Fight for freedom 
Stand with HONG KONG
#HKprotests 
#antiELABhk 
#NoExtraditionToChina 
#FreeHongKong 
#Democracy https://t.co/T3egIFdBGd",Sat,Aug,17,19,1,0,2,0,1,26,172,Remmr,Remmr2
154,"RT @whatsabouthk: 818 14:00 Victoria Park 
STAND WITH HONG KONG
FIGHT FOR FREEDOM 
FIVE DEMANDS, NOT ONE LESS
#FreeHongKong 
#Hongkongprote…",Sat,Aug,17,19,1,0,0,0,20,2,22,hgcpsk,hgcpsk1
155,"RT @whatsabouthk: 818 14:00 Victoria Park 
STAND WITH HONG KONG
FIGHT FOR FREEDOM 
FIVE DEMANDS, NOT ONE LESS
#FreeHongKong 
#Hongkongprote…",Sat,Aug,17,18,1,0,0,0,20,135,360,FreeHongKong,FreeHongKong13
156,"Listen to the people of Hong Kong.

At their rally tonight they said, ”Fight for freedom! Stand with Hong Kong!”

And they said it in English. 

They’re talking to you, and me.

#HongKong
#HongKongProtests https://t.co/qzEsC9Y2nA",Sat,Aug,17,17,1,0,3,0,0,166,162,ಪ್ರದೀಪ್ ಕೃಷ್ಣಮೂರ್ತಿ 🇮🇳,Pradeep_C_K
157,"RT @whatsabouthk: 818 14:00 Victoria Park 
STAND WITH HONG KONG
FIGHT FOR FREEDOM 
FIVE DEMANDS, NOT ONE LESS
#FreeHongKong 
#Hongkongprote…",Sat,Aug,17,17,1,0,0,0,20,18,73,danielee0701,danielee0701
158,"RT @Chulawlaw: Crowds chanted “stand with Hong Kong, fight for freedom” at the rear of the Chater garden when speakers shared views in the…",Sat,Aug,17,17,0,0,0,0,7,294,552,C🇸🇻🌱,CesarA598
159,"RT @chercywong: We fight for Hong Kong. 

Never said it is gonna be easy #FreedomHK #HongKong https://t.co/FVlXcI3280",Sat,Aug,17,17,1,0,0,0,4,301,554,Jonathan Stanley,jonrstanley
160,"Hong Kong’s “Iron Lady,” Emily Lau joins China Uncensored to talk about what’s really behind the fight for Hong Kong #FightForHongKong #HongKong #HongKongProtest #BoycottMadeInChina https://t.co/Fr8B2gyDdb via @YouTube",Sat,Aug,17,16,1,1,1,0,0,115,443,Craig Dandridge,craigdandridge
161,"#HongKong
Hong Kong people want to fight for their rights so they protest.
Their appeal is NOT Hong Kong independence. (You can see The Five Major Demands in detail.)
Mainland Chinese think this is a rebellious act. They are angry for this and publicize""Hong Kong is part of China https://t.co/hArupt6IKj",Sat,Aug,17,16,1,0,0,0,0,2,91,laloo,kinsen0920
162,"RT @whatsabouthk: 818 14:00 Victoria Park 
STAND WITH HONG KONG
FIGHT FOR FREEDOM 
FIVE DEMANDS, NOT ONE LESS
#FreeHongKong 
#Hongkongprote…",Sat,Aug,17,16,1,0,0,0,20,3,205,yuuchinggggg,yuuchinggggg
163,"RT @whatsabouthk: 818 14:00 Victoria Park 
STAND WITH HONG KONG
FIGHT FOR FREEDOM 
FIVE DEMANDS, NOT ONE LESS
#FreeHongKong 
#Hongkongprote…",Sat,Aug,17,16,1,0,0,0,20,1,5,hk24,Hk24Chan
164,"Stand With Hong Kong
Fight For Freedom
#香港 #天佑香港 #GodBlessHK
#HongKongers #HongKong #antiELAB 
#NoChinaExtradition #NoExtraditionToChina 
#antiextraditionlaw #HongKongExtraditionLaw 
#HongKongProtest #hkprotest #FreeHongKong 
#StandWithHongKong #StandwithHK #PrayforHongKong https://t.co/s3SpOOfn82",Sat,Aug,17,16,1,0,1,0,1,354,891,HKers we fight #Hongkongers,HKers_we_fight
165,"RT @whatsabouthk: 818 14:00 Victoria Park 
STAND WITH HONG KONG
FIGHT FOR FREEDOM 
FIVE DEMANDS, NOT ONE LESS
#FreeHongKong 
#Hongkongprote…",Sat,Aug,17,16,1,0,0,0,20,247,121,Jason Wong,Jasonhcwong
166,"RT @whatsabouthk: 818 14:00 Victoria Park 
STAND WITH HONG KONG
FIGHT FOR FREEDOM 
FIVE DEMANDS, NOT ONE LESS
#FreeHongKong 
#Hongkongprote…",Sat,Aug,17,16,1,0,0,0,20,1,5,FreeHK,RayMan22968525
167,"May I have your attention please? Take a few minutes to see what’s happening in Hong Kong. We fight for Hong Kong future! Stand with Hong Kong.

#BoycottChina #BoycottMulan #HongKongProtests #HongKongProtesters 

HONG KONG 2019, SUMMER https://t.co/U3RfwuejHv via @YouTube",Sat,Aug,17,16,1,1,2,0,1,2,11,chi chan,chichan9june
168,"RT @whatsabouthk: 818 14:00 Victoria Park 
STAND WITH HONG KONG
FIGHT FOR FREEDOM 
FIVE DEMANDS, NOT ONE LESS
#FreeHongKong 
#Hongkongprote…",Sat,Aug,17,16,1,0,0,0,20,15,69,VictoriaL,Ruka701Ruka
169,"RT @AlexandreKrausz: At the moment where we witness a democratic deconsolidation in countries like Hungary, Poland or India, why must the W…",Sat,Aug,17,16,0,0,0,0,9,118,259,José Nuno Rocha 🌍,JoseNunoRocha
170,RT @EcoInternetDrGB: #HongKong and Russia protesters fight for democracy. The West should listen and learn.: Washington Post https://t.co/T…,Sat,Aug,17,15,1,0,0,0,1,438,2035,Neurokinetics,nkinetics
171,"RT @lauinhk: Non-stop chanting: ""Stand with Hong Kong, fight for freedom!"" It's been going for ten minutes.
#HongKong #HongKongProtests #Ho…",Sat,Aug,17,15,1,0,0,0,31,4,21,bij@y,bijy45684469
172,"#HongKong #HongKongProtests #StandwithHK #PoliceBrutality 

Please stand with the Hong Kong protesters to fight for freedom! https://t.co/GKh1o4EDLQ",Sat,Aug,17,15,1,1,2,0,0,26,71,AragakiYui,davidpoon13
173,"RT @whatsabouthk: 818 14:00 Victoria Park 
STAND WITH HONG KONG
FIGHT FOR FREEDOM 
FIVE DEMANDS, NOT ONE LESS
#FreeHongKong 
#Hongkongprote…",Sat,Aug,17,15,1,0,0,0,20,1,14,Risch Chiu,Risch1987
174,"RT @Chulawlaw: Crowds chanted “stand with Hong Kong, fight for freedom” at the rear of the Chater garden when speakers shared views in the…",Sat,Aug,17,15,0,0,0,0,7,108,1112,Arpit Harsola,Arpit_Harsola
175,"RT @whatsabouthk: 818 14:00 Victoria Park 
STAND WITH HONG KONG
FIGHT FOR FREEDOM 
FIVE DEMANDS, NOT ONE LESS
#FreeHongKong 
#Hongkongprote…",Sat,Aug,17,15,1,0,0,0,20,3,4,KTCsmile,CsmileKt
176,"Thank you very much to you who support love and peace, support Hong Kong people fight for human right.
#BoycottChina #BoycottMulan #China
#HongKongProtests #HongKongExtraditionLaw
#HongKongextraditionbill
#FreedomHK
#HongKongProtest
#HongKongPolice
#antiELAB
#香港 #逃犯条例 #暴徒 https://t.co/NbyaRHOAsG",Sat,Aug,17,15,1,0,0,0,0,18,14,wanwencoco,wen_elf_
177,"Thank you very much to you who support love and peace, support Hong Kong people fight for human right.
#BoycottChina #BoycottMulan #China
#HongKongProtests #HongKongExtraditionLaw
#HongKongextraditionbill
#FreedomHK
#HongKongProtest
#HongKongPolice
#antiELAB
#香港 #逃犯条例 #暴徒 https://t.co/pt76DIUYmR",Sat,Aug,17,15,1,0,0,0,0,18,14,wanwencoco,wen_elf_
178,"Thank you very much to you who support love and peace, support Hong Kong people fight for human right.
#BoycottChina #BoycottMulan #China
#HongKongProtests #HongKongExtraditionLaw
#HongKongextraditionbill
#FreedomHK
#HongKongProtest
#HongKongPolice
#antiELAB
#香港 #逃犯条例 #暴徒 https://t.co/1M4EEsQFSt",Sat,Aug,17,15,1,0,0,0,0,18,14,wanwencoco,wen_elf_
179,"818 14:00 Victoria Park 
STAND WITH HONG KONG
FIGHT FOR FREEDOM 
FIVE DEMANDS, NOT ONE LESS
#FreeHongKong 
#Hongkongprotest 
#StandWithHongKong 
#香港加油 https://t.co/6AsRqC7c4x",Sat,Aug,17,15,1,0,41,0,20,221,18,whatsabouthk,whatsabouthk
180,"Thank you very much to you who support love and peace, support Hong Kong people fight for human right.
#BoycottChina #BoycottMulan #China
#HongKongProtests #HongKongExtraditionLaw
#HongKongextraditionbill
#FreedomHK
#HongKongProtest
#HongKongPolice
#antiELAB
#香港 #逃犯条例 #暴徒 https://t.co/z1QfgdJw84",Sat,Aug,17,15,1,0,0,0,0,18,14,wanwencoco,wen_elf_
181,"RT @AlexandreKrausz: At the moment where we witness a democratic deconsolidation in countries like Hungary, Poland or India, why must the W…",Sat,Aug,17,15,0,0,0,0,9,0,26,shuihai,shuihai1
182,"HONG KONG 2019, SUMMER https://t.co/hqDG72oRKX via @YouTube 

Fight for Democracy
Fight for Freedom

#antiELAB #FreeHongKong #StandWithHongKong #StandwithHK",Sat,Aug,17,15,1,1,0,0,0,0,5,brauzyu,brauzyu
183,"RT @AlexandreKrausz: At the moment where we witness a democratic deconsolidation in countries like Hungary, Poland or India, why must the W…",Sat,Aug,17,15,0,0,0,0,9,33,36,jenny lambert,JennyLambert711
184,10 years old  boy knows the situation of Hong Kong and tries to fight for freedom and democracy. #hongkong @SenRubioPress @SpeakerPelosi @tedcruz @VP https://t.co/OITU0sK2xg,Sat,Aug,17,15,1,1,0,0,0,62,529,ngho,ngho36
185,"RT @Anniepun1: Fight for freedom.
Stand with Hong Kong!
See u on 18-Aug 3PM at Victoria Park 

#HongKongProtests #HongKong https://t.co/Bwc…",Sat,Aug,17,15,1,0,0,0,6,0,2,Seth Liu,SethLiu3
186,"RT @lauinhk: Non-stop chanting: ""Stand with Hong Kong, fight for freedom!"" It's been going for ten minutes.
#HongKong #HongKongProtests #Ho…",Sat,Aug,17,15,1,0,0,0,31,501,698,satya kadali,satyakadali555
187,"RT @fashionworked: It is a human right to elect our leaders, and to protest against the politicians that fail us. #the fight for democracy,…",Sat,Aug,17,15,1,0,0,0,1,68,467,Interesting Posts,interestingpost
188,"It is a human right to elect our leaders, and to protest against the politicians that fail us. #the fight for democracy, freedom and human rights in Hong Kong is one we should ALL support
#freehongkong #hongkongprotest https://t.co/4dvNOiB4PH",Sat,Aug,17,14,1,1,0,0,1,3644,1216,Fashion Worked,fashionworked
189,"RT @Chulawlaw: Crowds chanted “stand with Hong Kong, fight for freedom” at the rear of the Chater garden when speakers shared views in the…",Sat,Aug,17,14,0,0,0,0,7,1541,1564,DVSDeplorable⭐️⭐️⭐️,DeplorableDvs
190,"Crowds chanted “stand with Hong Kong, fight for freedom” 

#wrwy #HongKong #HongKongProtests #FreedomFighters https://t.co/LD43K374GS",Sat,Aug,17,14,1,1,0,0,0,1541,1564,DVSDeplorable⭐️⭐️⭐️,DeplorableDvs
